,0,1,1,1,1800,1,0,0,0,0,10,65,50,9,3,9,9,1,0,0,1,1,1,1,0,1,0,1,
,1,1,1,1,,1,0,0,1,0,20,10,1,5,4,1,6,1,1,0,0,1,0,0,0,0,1,1,"J’aimerais bien connaître les résultats de l’enquête"
,1,0,0,1,1500,1,0,0,1,0,10,10,,,,,,,,,,,,,,,,,
,1,0,1,1,1500,1,1,0,0,0,30,20,5,6,4,2,9,1,1,0,0,0,0,1,0,0,0,1,
,1,1,1,1,1800,1,1,0,0,0,10,10,10,6,7,3,8,1,1,0,0,1,1,1,0,0,1,1,
,0,0,1,1,1500,1,0,0,0,0,,10,0.1,8,1,1,4,1,1,0,0,1,1,1,0,0,0,1,
,0,0,0,1,1500,1,0,1,0,0,10,65,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,
,1,1,0,1,2200,0,0,1,0,0,2,50,5,8,2,5,7,1,1,1,1,0,0,1,1,0,0,1,
,0,1,0,1,1800,1,0,0,0,0,10,15,1,3,3,3,7,1,1,1,1,0,0,0,0,0,0,1,
,1,1,1,0,1500,0,0,0,0,0,4,20,1,4,7,4,8,1,1,0,1,0,0,1,0,0,0,0,
,1,1,1,1,2200,1,0,0,0,0,4,35,20,4,6,2,8,1,1,0,0,0,1,1,0,0,0,1,"Je m’intéresse à ce sujet mais jsp ce qu’on peut faire"
,1,0,1,0,1500,1,0,0,0,0,10,50,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,
,1,0,1,1,1000,1,0,0,1,0,30,15,0.1,4,1,3,4,1,1,0,0,,0,1,0,0,0,1,
,1,0,0,1,1500,1,1,0,0,0,10,35,20,6,7,3,5,1,,0,0,0,0,1,0,0,1,1,
,0,0,0,1,1000,1,0,0,0,0,20,5,0.1,7,5,1,4,1,1,0,1,0,0,1,0,0,0,1,
,0,1,0,1,1500,0,1,0,0,0,10,35,30,10,8,5,10,1,1,0,1,1,1,1,0,0,0,1,
,0,0,0,1,1500,0,0,0,1,0,10,20,75,9,5,10,5,1,1,0,0,1,1,0,0,0,0,1,
,0,0,0,1,,0,0,1,0,0,10,20,20,10,8,3,3,1,1,0,0,0,0,0,0,0,0,0,
,0,1,0,1,1800,1,0,0,0,0,3,5,1,8,3,2,2,1,1,1,1,0,0,0,0,0,1,1,
,0,0,1,1,1500,0,0,1,0,0,20,35,10,8,3,4,5,1,1,0,0,0,0,0,1,0,0,1,
,0,1,1,1,1500,1,0,0,1,0,30,5,1,4,1,4,2,1,1,0,1,0,0,1,0,0,0,0,
,0,0,1,0,1500,0,1,0,0,0,10,15,20,6,7,4,6,0,0,0,1,1,0,1,1,0,1,0,
,1,0,0,0,1000,0,0,0,0,0,10,15,30,3,4,9,9,1,1,0,0,0,0,,,,,,
,0,1,0,1,1500,0,0,0,1,0,10,5,0.1,8,4,2,2,1,1,0,1,0,0,0,0,0,0,1,
,0,0,1,1,1500,1,1,0,0,0,10,5,0.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,
,0,1,1,1,1000,1,1,1,0,0,4,50,0.1,1,3,1,3,1,1,1,1,0,0,0,1,0,1,0,
,0,1,1,1,2200,1,0,0,0,0,4,20,1,10,2,2,5,1,1,0,1,0,0,1,0,0,0,1,
,1,1,1,1,1800,,,,,0,,,5,5,2,1,5,1,1,1,0,1,1,1,0,0,0,1,
,1,0,1,1,1800,0,0,0,0,0,4,50,,,,,,,,,,,,,,,,,
,0,1,0,0,1800,,,,,0,20,,0.1,8,6,8,8,1,0,0,0,1,1,0,0,0,0,1,
,0,0,0,0,1800,1,0,0,0,0,20,10,0.1,5,5,3,7,1,1,0,0,0,0,1,0,0,0,0,
,1,1,1,1,1500,0,0,0,0,1,30,5,1,7,9,1,1,1,1,0,0,0,0,1,0,1,0,1,
,1,0,0,0,1800,1,0,0,0,1,10,20,0.1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
,1,0,1,1,1500,0,0,0,1,0,4,15,1,8,2,2,6,1,1,0,0,1,1,1,0,0,0,1,
,1,1,1,1,1000,1,0,0,0,1,10,20,0.1,6,4,1,1,0,1,0,0,0,0,1,0,1,1,1,"The risks of AI are not in the future, there is probably no „existential risk“. But the risks / harms of AI are already here"
,1,0,1,0,1800,1,0,0,0,0,4,5,1,7,2,1,7,1,1,1,1,0,0,,,,,1,
,1,1,0,0,,,,,,,2,,0.1,5,2,2,6,1,1,1,1,0,0,1,0,0,0,0,
,1,1,0,1,1500,0,1,0,0,1,2,20,10,7,5,5,8,1,1,0,1,0,0,1,1,1,0,1,"Les réponses sont trop binaires et pas assez spécifiques (ex: ralentir le déploiement de l’IA mais pas partout)"
,0,0,1,1,1500,0,0,0,0,1,30,10,1,9,8,1,4,1,1,0,0,0,1,0,0,0,0,1,
,1,1,1,0,1800,1,0,0,1,0,4,35,1,8,2,2,7,1,1,1,0,0,0,1,0,1,0,1,
,0,0,1,1,1500,0,0,0,0,0,4,10,1,8,9,8,10,1,,0,0,,1,1,0,0,0,1,
,1,0,1,1,2200,1,0,0,1,0,7,65,50,9,9,8,6,1,0,0,0,1,1,1,0,0,0,1,"Intéréssé par le cours si ce n’est pas juste des faits mais aussi de la reflexion et des idées de comment mettre en place"
,0,1,1,1,1500,1,1,0,0,1,2,10,0.1,4,1,1,5,1,1,0,1,0,0,1,0,1,1,0,
,1,1,1,1,1500,0,1,0,0,0,10,35,20,7,1,1,4,1,1,0,1,0,0,0,0,0,0,0,"J’ai rien compris. La question 3 mérite une refomulation"
,0,0,1,1,1000,1,0,0,0,0,4,35,10,7,7,1,9,1,1,0,1,0,1,1,0,1,0,1,
,1,1,0,1,1500,1,0,0,0,0,10,5,20,8,5,2,5,1,0,0,1,0,1,1,0,1,0,1,
,0,1,0,0,1500,1,1,0,0,0,4,15,5,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,
,1,0,1,1,1500,1,0,0,0,0,10,5,0.1,10,2,1,6,0,1,1,0,0,0,1,0,1,0,0,
,1,0,0,1,1000,1,0,0,1,0,10,5,0.1,8,7,8,2,1,1,0,0,0,0,0,0,0,0,0,
,,,,,,1,0,0,0,1,100,10,0.1,8,1,1,6,1,1,0,1,,,1,1,1,1,1,"Questions ambigues + Pourquoi pas en ligne ?"
,0,1,0,0,2200,1,0,0,0,0,10,5,0.1,5,5,4,8,1,0,0,1,0,0,0,0,0,0,1,
,0,0,1,0,1500,1,0,0,0,1,10,80,0.1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
,0,0,1,1,2200,1,0,0,1,0,4,50,20,5,3,3,3,1,,0,1,1,1,1,0,0,1,1,
,1,0,1,1,1500,0,0,1,0,0,10,10,1,3,2,1,4,1,1,1,1,0,0,0,0,0,0,0,
,1,1,1,1,1000,1,0,0,0,0,4,10,0.1,2,2,1,3,1,1,1,0,0,1,0,0,0,0,1,
,0,1,0,1,2200,,,,,0,,,10,1,1,1,1,1,1,,,0,0,0,0,0,0,0,
,1,1,0,0,,,,,,0,10,85,5,8,6,9,9,1,1,0,0,1,1,0,0,0,1,1,
,1,1,1,1,1800,1,0,1,0,0,4,80,5,8,6,9,6,1,0,0,0,1,1,0,0,0,0,1,
,0,0,1,0,1800,1,0,0,0,0,10,50,1,6,2,2,8,1,0,0,0,0,0,1,0,1,0,1,
,0,0,1,1,1500,0,1,0,0,0,4,50,75,5,9,4,10,1,1,0,1,0,0,0,0,0,0,1,
,0,0,1,1,1500,1,0,0,0,0,10,50,75,5,9,4,10,1,1,0,1,0,0,0,0,0,0,1,
,1,0,1,0,1800,1,0,1,0,1,20,20,5,7,8,7,6,1,1,0,0,1,0,1,0,0,1,0,
,1,0,1,1,2200,1,0,0,0,0,10,5,0.1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,
